TIME,Ls [deg],R [km],XMSO [km],YMSO [km],ZMSO [km],GEO_lat [deg],GEO_lon [deg],Sol distance/mean distance,n_i [cm^-3],n_e [cm^-3],T_p [eV],T_e [eV],Vdown_x [km/s],Vdown_y [km/s],Vdown_z [km/s],Vupfine_x [km/s],Vupfine_y [km/s],Vupfine_z [km/s],|Vupfine| [km/s],Vupcoarse_x [km/s],Vupcoarse_y [km/s],Vupcoarse_z [km/s],Bup_x [nT],Bup_y [nT],Bup_z [nT],|Bup| [nT],Bdown_x [nT],Bdown_y [nT],Bdown_z [nT],Bu_fit [nT],Bd_fit [nT],Bu_measure [nT],Bd_measure [nT],Bmax [nT],Bu_stddev [nT],Bd_stddev [nT],N_AVG_x,N_AVG_y,N_AVG_z,nconic_rho,n_conic_phi,n_conic_x,$\hat{n}_{conic}\cdot\hat{n}_{AVG}$,|POS_{shock}-POS_{conic}| [km],V_A [km/s],C_S [km/s],thetaBN [deg],Mfms,Malfven_local,Malfven_global,beta,beta_p,beta_e,Mcrit,Wci [rad/s],tau_ci [s],Pdyn [nPa],rci [km],c/Wpe [km],c/Wpi [km],SZA [º],cone angle [º]
2015-01-08/10:12:32,"268,181","6687,377428","4553,5","-4858,09","620,98","-13,3774","219,563","0,910386","3,78304","4,15456","9,5195885","13,050361","-168,25357","-86,832628","31,403215","-361,78204","12,459345","27,652323","363,0511406","-335,26743","15,702962","53,158458","-1,2723972","1,4265251","-2,2272928","2,935098246","3,3256288","-2,7948309","-10,266611","3,11912","11,0995","3,07153","12,7998","23,8444","0,218172","3,75865","0,70882606","-0,37075647","0,6000877","0,539583",0,"0,841932","0,836278","606,706","34,445367","51,563841","19,4633","4,5655005","7,097212866","10,53991211","3,6442789","1,5370896","2,1071892","1,026","0,2812070176","22,34362912","0,416354267","1291,045806","2,605145616","117,223418","47,08523068","66,99096207"
2015-01-12/14:49:09,"270,819","6524,954943","3648,46","-5308,82","1039,33","-6,21871","184,122","0,911589","5,81979","5,94774","8,8367271","14,20599","-160,88478","-80,250384","29,019144","-309,77127","8,713632","4,0388555","309,9201179","-292,78495","10,606709","18,209841","-0,21867222","2,9247968","-1,0977867","3,131675191","1,3511863","-3,0124652","-12,255483","3,35076","10,9443","3,29365","13,0516","16,7731","0,209019","2,26758","0,49424092","-0,73668359","0,46154437","0,59636",0,"0,802717","0,880762","153,522","29,779693","52,374128","27,832","2,8809894","5,294101459","10,4070958","4,9777824","1,908946","3,0688363","1,0325","0,3000407368","20,94110744","0,4667596726","1032,926799","2,177301307","94,51074575","56,00263203","84,75109525"
2015-01-18/12:40:18,"274,526","6214,843339","2142,21","-5587,48","1677,88","0,0398087","264,368","0,913548","16,1223","18,7315","9,8114214","12,481618","-199,31064","-59,971984","63,343642","-377,98164","15,699136","28,578388","379,3854337","-343,14364","41,186145","55,792209","4,8877277","-3,1396756","3,1035631","6,586315272","-10,460001","-13,18745","2,8746276","7,02823","16,8359","6,93679","17,4864","28,8004","0,407143","2,65118","0,48497226","-0,75099345","0,44811912","0,655851",0,"0,754891","0,922357","543,292","37,68265","50,952619","21,7119","3,3676069","4,837611909","10,06790748","3,0076626","1,3237067","1,6839559","1,041","0,6310242176","9,957122297","1,937647527","601,2216696","1,226897391","56,7833941","69,83697294","136,3515018"
2015-02-01/13:51:31,"283,27","7060,23773","3987,61","2113,27","-5429,55","-63,9838","150,544","0,919385","2,70462","3,40996","28,456467","20,7112","-222,32838","129,92215","-139,31958","-491,97176","43,486919","12,434743","494,0465035","-460,30315","44,695511","7,0868116","-3,3003646","2,3703055","3,2065886","5,176192143","-1,5459145","14,822481","6,1594959","5,42403","14,8857","5,36324","16,2958","24,7634","0,320145","2,2417","0,83044115","0,015058795","-0,5569028","0,603364",0,"0,797466","0,978677","674,855","71,132961","78,219559","29,82","4,5244559","5,831666093","6,945394885","1,8615746","1,077412","0,78416259","1,14","0,4959226006","12,66968938","0,5512243458","996,2169558","2,875543083","138,6378196","55,61171656","46,30442981"
2014-11-28/08:37:23,"242,156","4952,057953","4774,88","256,554","1287,47","-10,0063","255,087","0,907226","5,30791","10,3268","16,712156","29,826993","-128,79791","75,926905","123,72667","-446,96459","25,946283","7,0501798","447,7725531","-418,66384","-9,6592656","12,972539","4,2337114","0,0085218514","2,5857033","4,960871536","-0,5105823","-16,861829","9,4149338","4,95542","21,2547","5,06001","19,8192","31,6124","0,266645","4,05078","0,87691287","-0,053233066","0,47769243","0,198956",0,"0,980008","0,95052","606,873","47,905552","64,325491","4,23701","6,0421317","8,140233601","9,346986611","3,8849854","1,3950939","2,4898915","1,001","0,4752930813","13,21960187","0,8886381719","942,0977725","1,6523865","98,96305004","15,372803","147,5195607"
2014-11-29/03:04:27,"242,643","5391,484892","5326,4","607,116","573,57","-19,4449","347,642","0,907138","7,42297","13,2022","33,139523","27,449015","-130,39039","83,137251","100,77706","-519,44441","60,830331","-3,5404716","523,0060795","-500,26846","26,509028","-3,7262898","6,1541259","-4,9576313","0,86127532","7,949413115","5,6091854","-21,773507","-17,728493","8,36894","31,2255","8,01944","29,0116","47,2581","0,341277","3,44996","0,97705467","-0,17141482","0,12641651","0,119853",0,"0,992792","0,965483","138,388","64,202421","82,28564","28,7178","5,6868825","8,074467798","8,146204946","2,8159848","1,5402318","1,275753","1,072","0,7616204182","8,249759535","1,695421379","686,7017572","1,461407619","83,68468666","8,911717103","147,3687343"
2014-11-29/07:36:30,"242,763","5119,133699","5001,31","299,67","1050,06","-11,412","279,056","0,907118","6,26127","9,45585","33,297009","17,361244","-181,13999","110,49359","147,21447","-533,39122","93,095635","-2,7180112","541,461336","-503,2169","92,541242","-5,7368905","3,3180404","-1,5547342","4,8440031","6,073792601","-2,5005526","-23,147527","4,1573059","6,10842","23,6711","6,0869","24,4258","40,6449","0,08916","5,76668","0,81285651","-0,23597516","0,53252232","0,162284",0,"0,986744","0,874674","424,041","53,059234","80,117469","21,6962","5,4589635","8,612755031","10,20484646","3,4472352","2,2658227","1,1814125","1,034","0,5819202492","10,79733059","1,532794059","930,4734399","1,726808723","91,11788512","12,31663998","125,8849867"
2014-11-30/06:38:37,"243,372","5536,981006","5492,95","582,488","382,579","-20,2017","304,256","0,907018","3,36094","5,64186","11,020008","16,662954","-79,72067","31,862256","23,591735","-415,84861","19,697884","-9,7548201","416,4291411","-389,55022","-1,2409689","-7,1691446","-2,7917551","0,56849693","-2,5794019","3,84322774","1,1542006","0,84610713","-13,489935","3,93174","14,3432","3,91406","14,8921","25,2146","0,252514","4,63847","0,94034328","0,0043395065","0,34019949","0,0981271",0,"0,995174","0,954487","12,0935","46,568676","52,066589","24,3896","6,6863562","8,466496914","8,94225855","2,4454987","0,97350188","1,4719968","1,0685","0,3682134361","17,06397619","0,486664269","1130,944991","2,235544754","124,3668021","7,230505118","41,57264061"
2014-12-05/10:27:23,"246,644","5047,076551","4791,28","-625,486","1457,87","-8,80778","286,909","0,906633","3,90349","4,25235","28,921825","18,994219","-104,10909","48,550096","3,2791404","-496,21344","18,335941","-38,802316","498,0658636","-462,77387","29,5361","-55,576708","-4,4125988","2,4959495","-2,0698936","5,47587907","2,7839777","18,334983","-1,2075577","5,45801","20,5136","5,56084","19,7764","30,7614","0,32499","3,77831","0,88864139","-0,41444975","0,19633616","0,235484",0,"0,971878","0,94462","531,393","61,391767","79,304938","11,7024","5,6023444","7,430530953","8,112909726","2,4355854","1,4701042","0,96548126","1,019","0,5246351205","11,97629564","0,8085615791","949,3566941","2,57501652","115,400665","18,31962414","31,89079673"
2014-12-05/15:11:36,"246,769","5761,769589",5754,"-29,879","297,624","-22,3141","221,778","0,906623","4,02707","4,60315","29,162596","16,126562","-157,52324","12,902685","-8,8709559","-552,08706","39,056563","3,4727087","553,4777291","-499,69441","68,610282","-16,569767","4,9782525","-1,3373214","-3,9637048","6,502490463","3,2257228","14,840757","-15,15397","6,59282","21,7077","6,63503","21,8383","31,0504","0,277621","3,409","0,98009492","-0,02961395","-0,19630833","0,040927",0,"0,999162","0,971401","244,909","72,118161","77,516986","28,8238","5,948656","7,528423578","7,674595711","1,6681981","1,0741862","0,59401193","1,1585","0,6229930983","10,0854814","1,030091859","888,417112","2,474953009","113,6161994","2,975825991","141,4445591"
2014-12-10/18:51:54,"250,04","5344,586134","5076,57","-1142,09","1220,11","-9,77811","206,599","0,9065","6,04279","7,541","15,474588","17,489116","-122,01707","0,56707112","16,996359","-397,96625","21,780511","-9,5916787","398,6772217","-375,30913","38,28278","11,216327","-1,956318","1,7861439","-2,5775359","3,696103552","4,2043344","6,5570214","-10,904378","3,96381","13,1514","3,73698","14,9075","29,1576","0,179986","4,57471","0,84106719","-0,29702439","0,45208682","0,237439",0,"0,971402","0,943578","234,126","33,158796","61,757606","25,3141","5,414712","10,42022063","12,02327195","5,7435592","2,6962751","3,0472842","1,023","0,3541177055","17,74321139","0,8019860674","1125,8325","1,933659721","92,7504651","18,2218668","55,14324022"
2014-12-13/11:01:40,"251,738","5403,056133","5038,43","-1491,45","1258,1","-10,4586","346,75","0,906536","2,41699","2,51688","17,390148","20,607269","-86,465157","21,785346","25,363865","-392,75892","32,994814","-6,6161479","394,1979203","-367,87021","56,052281","-9,3936661","-2,2939708","2,1765519","0,84947837","3,274338667","3,1176109","13,43264","1,7334658","3,48589","14,6896","3,31899","14,1183","19,2166","0,159322","2,20672","0,90096832","-0,43380632","0,0082559473","0,272957",0,"0,962026","0,958718","199,511","46,565655","68,361065","23,4465","5,1054408","7,907787955","8,465422001","3,3571079","1,5364361","1,8206718","1,0405","0,3137090938","20,02869993","0,3136100607","1256,571544","3,347058216","146,6551844","21,16971193","41,46871097"
2014-12-15/18:01:31,"253,193","5477,506377","5028,11","-1777,22","1250,07","-7,51028","260,745","0,90662","3,05984","3,1078","10,623896","17,720008","-90,268876","-8,1972251","81,035161","-334,68503","26,874179","-12,435185","335,9924473","-314,02757","45,607952","-21,228803","-2,0281437","1,7217285","1,0958454","2,877254427","1,048436","7,9858524","7,5996497","3,06125","11,8455","2,91745","11,7146","17,9","0,135548","3,08112","0,88939832","-0,4567307","0,019175379","0,299078",0,"0,954229","0,963716","145,985","36,379007","58,036445","26,7565","5,0707725","8,526373889","9,235888359","4,1029918","1,5378883","2,5651036","1,0385","0,2756650948","22,79282153","0,2884325193","1218,842914","3,012090317","130,3423324","23,37092694","42,61567437"
2014-12-17/11:17:29,"254,284","5635,894429","5173,6","-1947,29","1097,83","-10,6756","17,0113","0,906717","4,04061","4,78869","6,6260123","22,118773","-111,88479","-26,418981","39,290209","-301,51042","12,479901","7,9792204","301,8740619","-283,86034","25,267281","25,05599","-2,3934446","2,5736654","-2,5160182","4,32234638","3,6393005","13,600377","-1,8709974","4,49285","13,1585","4,34635","14,5671","19,8829","0,127251","2,13704","0,84076699","-0,47516457","0,25947928","0,300965",0,"0,953635","0,964712","11,5881","47,16252","53,35155","25,9031","4,2437697","5,456866442","6,40071951","2,4757551","0,57069077","1,9050643","1,074","0,4141170184","15,17248755","0,30745744","728,9583583","2,426532762","113,4256769","23,36844774","55,78497748"
2014-12-24/08:06:48,"258,64","5002,512965","3396,95","-2929,73","2214,17","2,27994","118,904","0,90738","12,8382","15,3819","6,5442724","9,0189372","-175,76317","-50,354609","68,607151","-361,9406","13,361521","-9,6616561","362,3159888","-309,3652","23,369439","-42,706575","4,1274908","1,2385026","0,82210658","4,387018147","2,3708805","8,84429","5,4078846","4,31789","12,4666","4,62406","13,6289","32,6966","0,309503","4,50235","0,90725231","-0,042736665","0,41840987","0,483001",0,"0,87562","0,932725","755,441","28,149357","42,027728","23,085","7,5369468","11,82922241","12,87119947","3,7627457","1,5822207","2,180525","1,0335","0,4203131159","14,94882046","1,407231707","862,0144724","1,353909169","63,63305565","47,23064908","159,1399931"
2014-12-24/12:43:38,"258,763","5304,532066","3993,89","-2961,61","1848,18","1,68988","51,897","0,907406","7,55229","8,22564","5,4164648","10,310256","-121,7841","-77,70325","33,881909","-348,33663","25,643316","-5,3825972","349,320712","-310,19383","75,286619","19,925396","6,2264009","-0,066735881","2,52442","6,719019138","-0,69977185","13,865016","15,325203","6,69489","21,0797","6,85366","20,8714","31,3485","0,409899","2,56533","0,86940101","-0,021349093","0,49364573","0,462801",0,"0,886462","0,900024","532,368","54,397544","42,095069","7,54585","5,5590874","5,626150615","6,421626535","1,0181746","0,35067113","0,66750345","1,123","0,6437383606","9,760464332","0,7695091829","542,643927","1,851440126","82,96511471","41,15601745","158,5271005"
2014-12-27/04:52:33,"260,457","5414,849886","3921,03","-3265,38","1812,02","-1,57926","192,77","0,907789","8,04591","13,3008","25,585957","38,986146","-262,33329","-61,067257","172,02546","-455,39021","67,689272","5,3343037","460,4242996","-420,94004","77,940631","9,4238194","5,3460557","-6,0146403","1,8514062","8,25735517","-0,8202047","-15,027283","-11,522273","8,20081","18,7766","8,51485","20,412","37,0075","0,533833","4,53474","0,60279161","-0,76226987","0,23576878","0,484281",0,"0,874913","0,905576","470,336","65,476519","79,659148","3,27855","4,0643983","4,961247683","7,031899476","2,885469","1,1433341","1,742135","1,001","0,7911238486","7,942100745","1,424223404","581,9876375","1,455980772","80,37986304","43,60386524","138,1452359"
2014-12-31/14:17:50,"263,237","5789,799787","4102,55","-3798,77","1503,4","-5,76804","89,7762","0,908564","7,14848","8,28616","10,609649","14,429644","-181,22613","-84,002013","75,710706","-386,75589","6,5580234","-3,5133208","386,8274416","-362,16378","9,6119635","-15,850804","3,5329055","-5,6255952","-0,63256833","6,672996727","0,27561926","-12,189408","-16,763556","6,88831","21,97","6,83052","20,9194","29,9201","0,311774","1,89203","0,80911808","-0,5829886","0,073839197","0,500701",0,"0,86562","0,985414","111,913","55,724109","53,731336","24,0969","4,8780495","5,688989245","6,941832691","1,5448221","0,65457197","0,89025009","1,1435","0,6393290277","9,82778043","0,8931712447","605,0522106","1,844666512","85,2762303","44,88031097","122,8721701"
2014-12-31/18:50:54,"263,357","5679,302342","3879,67","-3803,61","1653,84","-3,26893","22,4101","0,908602","7,45156","8,40699","8,9439564","13,900757","-163,93938","-50,868195","66,513538","-384,20538","-1,7721292","-14,533416","384,484245","-359,58575","-19,476906","-35,217628","3,4806108","-4,9866586","2,0280788","6,410500694","-7,6328908","-16,519103","2,9673582","6,84173","18,939","6,47219","18,5759","27,8134","0,212173","1,73873","0,68026323","-0,62426753","0,38409893","0,515532",0,"0,856871","0,956993","296,795","51,71587","51,076797","12,4513","4,6904711","5,140332737","7,434550458","1,6363671","0,64065569","0,99571137","1,0495","0,6141797072","10,23020662","0,9197944295","626,0126156","1,831362241","83,52399248","46,91172028","123,4311172"
2014-11-15/17:30:59,"234,173","5607,281233","4897,79","2663,95","-597,182","-32,3991","22,2378","0,909448","5,98142","6,52035","12,295247","12,999492","-144,09521","78,520221","-4,1839273","-396,46347","32,253211","-18,423144","398,1996546","-366,07476","63,079825","-25,004638","-1,1170384","3,4214486","3,8380285","5,261610787","-6,4648783","17,347755","-1,8926027","5,55837","18,3531","5,29418","19,042","28,7061","0,0983659","2,73614","0,90379397","0,40453723","0,13966419","0,36319",0,"0,931715","0,974349","84,0413","47,216402","55,732238","80,0343","4,7797047","7,36707389","8,433502717","2,1736376","1,05656","1,1170775","1,305","0,5041064227","12,46400566","0,7919404607","789,9118849","2,079500681","93,22506562","29,13562611","76,68551679"
2014-11-16/21:22:31,"234,905","6691,370252","5043,24","3508,83","-2651,09","-50,483","343,591","0,909182","2,88719","3,13562","16,07156","14,974203","-163,24209","108,65117","-71,457659","-394,78582","27,283048","8,2981513","395,8144359","-361,32318","59,340051","1,0618511","-2,0302691","4,3930052","-0,91087853","4,924447888","-5,7345808","15,107818","-2,9825869","5,16326","18,1491","5,00903","16,5835","24,9554","0,552727","1,80274","0,91852407","0,25995439","-0,29788797","0,491991",0,"0,8706","0,990061","768,032","64,300133","62,350765","84,7391","4,0012488","5,567637776","6,155732772","1,4385376","0,74469241","0,69384524","1,481","0,4718033905","13,31738057","0,3776983602","838,9393632","2,99869854","134,1828972","41,08868825","62,04198378"
2014-11-17/15:42:22,"235,387","6336,207828","5169,88","3129,55","-1904,15","-43,4651","70,9","0,909014","3,1635","3,28619","11,901741","10,884421","-131,84155","72,211173","-54,810627","-370,83708","3,6124814","-8,0490449","370,9420131","-340,81878","5,4442981","-17,998901","-1,821224","5,1659778","0,079459647","5,478183761","-4,8874977","18,116049","3,1274593","5,97944","16,8776","5,49265","19,1791","23,4191","0,0464695","1,73999","0,94556894","0,26750468","-0,18531223","0,43501",0,"0,900426","0,992728","539,149","67,358785","53,894319","86,2856","4,0383084","5,169245296","5,506958195","0,96211131","0,50253306","0,45957825","1,7045","0,5248559292","11,97125717","0,3634681523","706,7501621","2,929194339","128,1890496","35,32092269","70,04846237"
2014-11-17/20:22:04,"235,509","6594,430761","5167,64","3326,07","-2391,5","-46,9665","4,77131","0,908973","3,46538","3,49404","12,65722","10,601089","-123,88363","89,332951","-33,301599","-394,44544","20,011694","-34,948727","396,4960108","-369,35689","32,829136","-51,230314","0,18889643","2,6614176","4,8078993","5,498610841","-1,800062","9,8604541","17,117096","5,70309","17,6462","5,50728","20,1906","24,011","0,0730486","1,79067","0,96808247","0,25043392","0,009959446","0,467135",0,"0,884186","0,948232","732,717","64,529447","55,033602","80,6085","4,4620941","5,845272141","6,144419783","1,070052","0,58232453","0,48772749","1,6345","0,5268130147","11,92678452","0,4548990023","752,6313885","2,840734102","122,4783747","38,40520656","94,98060656"
2014-11-27/09:48:03,"241,554","5577,147715","5474,68","1054,42","143,715","-23,7917","233,708","0,907341","7,41158","11,9902","17,230112","18,682278","-133,79172","53,582585","-5,045195","-415,37211","26,689069","-3,715568","416,2452422","-394,34593","8,2024002","-20,776546","-0,53805834","-6,1863975","-2,6427268","6,748705487","2,1285707","-18,297493","-14,727435","7,21127","25,4862","6,79014","24,0294","43,6316","0,167436","4,5023","0,98446846","0,16887502","0,047990454","0,148302",0,"0,988942","0,999359","39,275","54,402622","62,113115","75,399","4,9393626","7,436993316","7,651198175","2,3245952","1,1152985","1,2092967","1,2765","0,6465825616","9,717529795","1,072249472","643,7619368","1,533491268","83,74896463","10,99998943","88,60873972"
2014-11-27/14:24:03,"241,675","5621,84123","5518,56","1069,96","76,0259","-26,4881","166,92","0,907317","5,9236","10,8487","19,008717","22,650015","-124,07426","80,055295","65,808012","-431,58787","40,038581","-26,160969","434,2298629","-407,45019","12,298456","-47,26782","0,59433143","-3,8382468","-4,6753109","6,078149419","4,9643935","-22,155844","-9,5011941","6,23362","22,3883","6,10704","25,9351","36,8303","0,09475","5,15765","0,94335835","0,14665322","0,29760353","0,148558",0,"0,988904","0,957756","83,9313","54,731103","64,965801","76,7452","4,8468446","7,473919004","7,933877431","2,6642824","1,2157016","1,4485807","1,24","0,5823376689","10,78959106","0,9326347105","745,6667945","1,61215083","93,67894363","10,99958189","96,26178548"
2014-11-29/16:49:34,"243,007","5304,596603","5232,89","434,012","753,154","-18,0591","145,644","0,907077","5,98437","8,78458","40,128437","16,3162","-140,84927","70,827603","108,88422","-521,98437","67,067745","-20,661115","526,6807825","-502,57955","29,198192","-48,061463","-0,14802694","-4,7833133","1,3813567","4,980978261","-3,003003","-20,419581","3,9090702","4,75246","22,4701","5,12306","22,1139","44,7916","0,15815","4,4616","0,93069505","-0,11372982","0,34766687","0,126239",0,"0,992","0,954108","227,005","45,67895","86,448046","79,7482","5,1341137","10,95951323","11,53005449","5,1824259","3,6843651","1,4980608","1,1195","0,4772194741","13,16623828","1,386116894","1103,644782","1,791570984","93,2020851","9,43151512","95,9530105"
2014-12-02/18:17:27,"244,948","5455,759606","5414,32","129,373","658,57","-18,2122","149,736","0,906801","4,887","7,42522","29,01709","18,045908","-172,09328","48,509428","55,044812","-518,61307","37,292408","-14,86571","520,1646176","-497,44397","4,5805135","-35,622478","1,3458387","-3,2393511","-3,3486996","4,849584144","3,214949","-15,889295","-13,657949","5,08277","21,2604","4,92703","22,0121","41,9946","0,135227","5,77826","0,98491196","0,0045410593","0,17299658","0,0956195",0,"0,995418","0,996714","68,6515","48,613908","75,972775","81,3244","5,703229","10,55645609","10,69991365","3,8150583","2,3522065","1,4628518","1,1665","0,4646308162","13,52296294","1,104105134","1119,522424","1,948676995","103,1368059","7,06631679","107,7487295"
2014-12-03/03:18:52,"245,186","4712,630447","4276,24","-616,456","1882,19","-1,64595","12,6366","0,906774","4,70872","4,88108","29,143984","15,747768","-37,570106","42,72478","62,991452","-490,72743","29,39842","-0,68941652","491,6077226","-452,74802","56,75702","-14,872955","0,6000713","-4,4864453","-1,4999674","4,768456689","4,4952772","-10,35247","-15,747834","4,48007","19,048","4,7718","20,2854","33,9","0,117689","5,57553","0,9692844","0,1127935","0,21855292","0,304512",0,"0,952508","0,975807","920,825","47,965269","78,164646","86,968","5,1535312","9,850651851","10,24924352","3,7381388","2,4268212","1,3113175","1,173","0,4568581259","13,75303393","0,9502256182","1076,062118","2,403458116","105,0711326","24,85153733","100,4536038"
2014-12-03/21:47:06,"245,674","5253,791536","5142,11","-227,272","1053,27","-12,1869","105,343","0,906721","4,04377","4,43149","28,10602","8,9415958","-166,02417","57,036477","96,114011","-561,4307","48,240832","30,518077","564,325227","-529,85347","76,716115","60,199068","0,35925998","-1,4065615","4,0686237","4,319859002","-3,3439554","1,5100967","17,092272","4,21333","18,1396","4,32488","18,3915","37,1453","0,0983787","3,67506","0,96278228","0,018342026","0,26965507","0,157038",0,"0,987593","0,991623","287,358","46,911269","72,595722","70,8483","6,2198991","11,32822352","12,02963039","3,2251398","2,446739","0,77840088","1,186","0,4138787068","15,18122388","1,075305461","1363,503891","2,52243297","113,3813501","11,83489055","93,41905494"
2014-12-04/11:35:11,"246,039","5415,168525","5350,81","-164,789","815,921","-14,6141","264,004","0,906685","2,23714","2,30183","25,685003","15,904205","-155,37647","33,755824","63,280848","-533,60735","51,765075","64,120988","539,9332626","-505,88046","71,825764","98,904335","-1,1179834","-2,3135474","-3,3929032","4,256075725","0,13280489","13,62128","-0,13160709","3,85042","15,5774","4,27349","13,9702","23,475","0,0547491","2,06477","0,99705625","-0,075129355","-0,015310772","0,119054",0,"0,992888","0,989949","114,492","62,320696","74,718016","77,9444","5,5479203","8,615233724","8,66378743","2,0514395","1,2669448","0,78449473","1,322","0,4077677342","15,40873586","0,5445776388","1324,119633","3,499918232","152,4362532","8,842310252","83,52242696"
2014-12-04/20:46:49,"246,282","5489,048374","5440,13","-157,567","714,01","-17,2909","129,922","0,906663","3,14712","3,75644","34,895206","17,697445","-145,33837","21,801233","60,593377","-532,0665","17,110877","-36,475113","533,5897079","-476,85612","-19,121328","8,3841251","-0,070638364","2,5903918","-1,4911415","2,989752904","0,13010279","11,003115","5,2902539","4,12375","15,9194","3,70291","13,4934","30,9963","0,285818","3,83999","0,9454022","-0,21790899","0,24234347","0,103613",0,"0,994618","0,969699","36,9907","45,528475","83,625267","70,6093","5,469427","11,32445045","11,71991172","4,8607304","3,225093","1,6356374","1,119","0,286443392","21,93517282","0,7481947676","1862,810324","2,739720711","128,5222132","7,655052501","85,09884642"
2014-12-08/21:06:38,"248,83","5688,117853","5626,75","-597,891","580,427","-17,4665","159,145","0,906516","3,81714","4,01415","16,530785","14,432223","-119,77373","2,3633229","31,299104","-467,03514","14,769788","5,5181879","467,301208","-435,90019","30,343812","20,82202","0,36384431","3,5428945","-2,1868004","4,179303783","2,1587049","15,172386","2,9803418","4,43853","17,6359","4,18383","16,0949","32,0597","0,0417054","3,20882","0,97790346","-0,18983381","0,087566818","0,114733",0,"0,993396","0,994071","159,657","46,709062","62,887442","83,0149","5,8698026","9,827554968","10,0045085","2,718839","1,4515561","1,2672829","1,242","0,4004123385","15,69178745","0,6960146352","1167,049971","2,650316391","116,6986421","8,423935569","93,80690783"
2014-12-09/01:34:30,"248,948","5115,816312","4778,62","-1059,21","1488,1","-7,1732","90,4887","0,906513","4,3497","4,52093","20,965439","11,846418","-132,94827","37,659835","138,71277","-458,07031","46,474771","-15,519685","460,683377","-431,05009","70,637596","-21,158547","0,061218365","2,0961951","1,8284523","2,78226875","-3,2766518","2,51289","10,255399","3,29295","12,0048","2,81139","12,5077","24,3353","0,071666","3,71201","0,92725291","-0,056867356","0,37009208","0,266648",0,"0,963794","0,982872","483,315","29,402685","66,634308","77,2454","5,9669448","14,73109132","15,66807171","7,2710897","4,6459298","2,6251599","1,082","0,2665646707","23,57096044","0,7708162534","1728,223683","2,497357","109,3214025","20,91878139","88,16689156"
2014-12-09/15:24:24,"249,314","5522,383404","5385,13","-843,616","886,231","-15,1268","250,23","0,906506","2,90101","4,2381","14,070128","15,442976","-114,3531","46,240813","34,175966","-416,20909","37,381909","-21,181053","418,4209014","-396,8572","1,1223522","-38,085865","-0,49042732","2,1498673","1,6741809","2,768633246","-0,89348408","7,2001901","7,2731175","2,60226","11,6593","2,83405","11,411","24,4319","0,137311","3,12074","0,99288271","-0,043619251","0,11082093","0,171291",0,"0,98522","0,997109","23,6561","36,293513","57,094334","81,7939","6,1800628","11,49584732","11,52880685","4,2923933","2,046363","2,2460303","1,147","0,265258275","23,6870473","0,4240943072","1577,409419","2,579341948","133,8629015","12,8008715","77,58660355"
2014-12-10/05:09:02,"249,678","5504,037296","5340,4","-942,848","941,059","-12,5238","48,4218","0,906501","4,65099","5,0209","10,33704","13,055077","-120,46839","-41,944529","86,706612","-389,3187","24,34175","24,191076","390,8283244","-353,07232","50,4374","22,027879","-1,0004712","-3,7031024","-0,77559499","3,91349685","-0,51717675","-9,6981557","-5,595272","4,13507","13,7447","3,94422","12,101","30,3369","0,108835","3,77066","0,95392851","-0,13749134","0,26667684","0,186591",0,"0,982438","0,990485","48,2256","39,891842","53,004598","80,4086","5,5694542","9,231907304","9,797199246","2,8160736","1,2444306","1,571643","1,2305","0,374945806","16,75758258","0,5932038248","1042,359504","2,369756566","105,7212146","14,00618911","79,42876879"
2014-12-10/09:46:35,"249,8","5710,826849","5616,64","-820,47","627,477","-16,0254","341,769","0,9065","4,53325","4,94388","10,66905","13,585679","-99,488351","-16,064457","54,508211","-401,03035","7,5926809","-6,3448777","401,1523998","-375,39398","12,335696","-13,39663","-0,39955432","3,9513202","1,2137374","4,152798268","0,71193142","15,41965","9,4784688","4,43127","18,3028","4,16578","18,688","29,5503","0,0571192","4,29952","0,97215468","-0,19152765","0,13502751","0,141389",0,"0,989954","0,995497","175,209","42,676435","53,827353","76,3314","5,7478098","9,18948532","9,399857318","2,5513075","1,1222565","1,429051","1,251","0,3978728879","15,79194134","0,6091369368","1008,242612","2,388144277","107,085338","10,42034194","83,70946117"
2014-12-10/14:18:36,"249,92","5473,882287","5281,66","-1023,67","1009,73","-12,9517","274,178","0,9065","5,75286","8,58849","17,992954","17,085243","-138,30197","54,890879","42,384716","-404,75312","35,429133","-23,807636","406,9976844","-390,51292","4,9964228","-39,286222","-1,0473344","2,7609573","3,7181828","4,748123618","-5,1798626","0,9709265","19,366544","4,50522","18,9079","4,76949","20,9534","34,2242","0,219767","6,23642","0,96187069","0,076054639","0,26271748","0,201818",0,"0,979423","0,968384","85,3114","43,373666","63,007182","87,8345","5,13696","9,058037544","9,383520509","3,5721333","1,8322843","1,739849","1,182","0,4549100472","13,81192907","0,7957087935","894,6772816","1,811907881","95,05893501","15,22898419","77,04573981"
